id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
40158086,https://www.airbnb.com/rooms/40158086,20230906022807,2023-09-06,previous scrape,Rental unit in England · 1 bedroom · 1 bed · 1 private bath,"Quiet flat next to Spitalfields market with food trucks, shops and restaurants. In a 10 minute walking distance range of Old street station (Northern line), and 5 minute walk from Liverpool street station (Central line), bars, restaurants, shops and more.<br /><br /><b>The space</b><br />A quiet flat in the middle of the Spitalfields market with an amazing Christmas vibe. With 2 spacious bedrooms/bathrooms, and a fully equipped kitchen, it’s a comfortable stay for 4.<br /><br /><b>Guest access</b><br />The entire flat is accessible, with 2 double beds, a fully equipped kitchen, a TV+sound system, WiFi, a bath tub and a washing machine/dryer.<br /><br /><b>During your stay</b><br />We won’t be present in the flat, so you have all the privacy you need. We can give tips and help to make reservations at all times.","Shoreditch bars and restaurants are all a short walking distance. Several tube/bus stations are around the corner. If you want to explore London by bike, there are sharing bikes available in front of the location.",https://a0.muscache.com/pictures/dbe35357-5400-4be4-a357-cdfffd8f0fe4.jpg,46910579,https://www.airbnb.com/users/show/46910579,Yorick,2015-10-19,"London, United Kingdom",,,,,f,https://a0.muscache.com/im/pictures/user/8b4766c9-84e8-4936-b588-12b166723349.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8b4766c9-84e8-4936-b588-12b166723349.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone']",t,t,"England, United Kingdom",Tower Hamlets,,51.51948,-0.07867,Private room in rental unit,Private room,2,,1 private bath,,1.0,"[""Heating"", ""Elevator"", ""Hot water"", ""Iron"", ""Wifi"", ""Shampoo"", ""TV"", ""Dryer"", ""Smoke alarm"", ""Washer"", ""Kitchen"", ""Hair dryer"", ""Hot tub"", ""Essentials""]",100.0,1,1,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,0,0,0,0,2023-09-06,2,0,0,2020-05-17,2020-06-15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,0,1,0,0.05
40453344,https://www.airbnb.com/rooms/40453344,20230906022807,2023-09-06,previous scrape,Rental unit in London · ★4.95 · Studio · 1 bed · 1 bath,"High-end & Brand new studio apartment in Central London Zone 1, located in the 21 floor with view of London Eye. Convenient location with 3 mins walk from Elephant & Castle tube station, 7 mins by tube to Piccadilly Circus, 9 mins to Oxford Circus, 14 mins by bus to Big Ben and 17 mins to Tower Bridge.<br /><br /><b>The space</b><br />Well decorated and  full equipped with super fast Wi-Fi, 4K TV and Soundbar Speaker. You can watch free Netflix and Amazon prime video. There are many 24-hour buses, Tesco, Sainsbury, Iceland and Asian supermarket.<br /><br /><b>Guest access</b><br />Guests have full access to the whole of the flat.","There is a nice Japanese ramen bar in the same building and a lovely Chinese dimsum restaurant within 1 min walk. In addition, one of the most popular nightclubs MOS is within walking distance.",https://a0.muscache.com/pictures/c37eb217-cb72-48ec-84b4-ad3a8f2cf262.jpg,75553269,https://www.airbnb.com/users/show/75553269,Oliver,2016-06-03,"London, United Kingdom", ,a few days or more,0%,,f,https://a0.muscache.com/im/pictures/user/79aa5d1b-6217-4c5a-8d68-90c08e10590c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/79aa5d1b-6217-4c5a-8d68-90c08e10590c.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone']",t,t,"London, England, United Kingdom",Southwark,,51.49217,-0.09885,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,"[""Shampoo"", ""Dryer"", ""Microwave"", ""Coffee maker"", ""Bed linens"", ""Hot water"", ""Washer"", ""Patio or balcony"", ""Cooking basics"", ""Heating"", ""Dishwasher"", ""Shower gel"", ""Oven"", ""Refrigerator"", ""TV"", ""Hair dryer"", ""Essentials"", ""Private entrance"", ""Long term stays allowed"", ""Room-darkening shades"", ""Stove"", ""Wifi"", ""Dishes and silverware"", ""Smoke alarm"", ""Kitchen"", ""Hangers""]",500.0,60,150,60.0,60.0,150.0,150.0,60.0,150.0,,t,0,0,0,0,2023-09-06,44,0,0,2019-12-01,2020-06-04,4.95,4.95,4.86,4.98,4.95,4.95,4.8,,f,1,1,0,0,0.96
41400300,https://www.airbnb.com/rooms/41400300,20230906022807,2023-09-06,city scrape,Rental unit in Hendon · 2 bedrooms · 2 beds · 1.5 baths,"A beautiful two  bedroom victorian garden flat,  on a quiet leafy street just 4 minutes walk to Hendon  (Thameslink). 12 mins  to Hendon Central  (Underground)., less than 10 mins walk to Brent X. Close to shops and amenities. Spacious, bright and ideal for professionals (we particuarly welcome NHS staff/key workers at discounted rates). Private parking permits are available and a property manager to take care of guests.  A  deep clean service is carried out before and after each guest stays.<br /><br /><b>The space</b><br />The property has many original period features such as an open fireplace, victorian tiling,  wooden floors, and high ceilings, combined with modern conveniences such as TV, Wifi, central heating, a fully equipped kitchen with fridge/freezer and washer/dryer . The bathroom has a roll top bath and linen and toiletries are provided. <br />This flat is spacious with a lounge that overlooks a large private garden and patio terrace, that's accessible through French doubl","The north London suburb of Hendon is one of the best connected in Londons capital  with the M1, the A5, the North Circular ( A406), the A41 and the A1 all passing through.",https://a0.muscache.com/pictures/3381cb50-d9fe-4fad-b520-f170d1013ea8.jpg,40594120,https://www.airbnb.com/users/show/40594120,Wayan,2015-08-05,"London, United Kingdom",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/4dbb2357-28b8-4887-8ec9-a207e974c75f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4dbb2357-28b8-4887-8ec9-a207e974c75f.jpg?aki_policy=profile_x_medium,,2.0,2.0,"['email', 'phone']",t,t,"Hendon, London, United Kingdom",Barnet,,51.57682,-0.23546,Entire rental unit,Entire home/apt,4,,1.5 baths,2.0,2.0,"[""Single level home"", ""Indoor fireplace"", ""Private patio or balcony"", ""Shampoo"", ""Dryer"", ""Microwave"", ""Coffee maker"", ""Private backyard \u2013 Fully fenced"", ""Hot water"", ""Iron"", ""BBQ grill"", ""Paid parking off premises"", ""Outdoor furniture"", ""Washer"", ""Fire extinguisher"", ""Cooking basics"", ""Heating"", ""Free street parking"", ""Oven"", ""Refrigerator"", ""TV"", ""Baking sheet"", ""Hair dryer"", ""Essentials"", ""Private entrance"", ""Stove"", ""Carbon monoxide alarm"", ""Wifi"", ""Dishes and silverware"", ""Smoke alarm"", ""Kitchen"", ""Hangers"", ""Dedicated workspace"", ""Air conditioning""]",49.0,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,0,1,1,23,2023-09-06,1,0,0,2020-06-06,2020-06-06,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.03
41517427,https://www.airbnb.com/rooms/41517427,20230906022807,2023-09-07,previous scrape,Rental unit in Greater London · ★4.50 · 2 bedrooms · 2 beds · 1 bath,"Modern 2 Bed flat located in Hammersmith which is near to Olympia London and the River Thames. Hammersmith Tube Station is 2 minute walk from the place. Comes with living room, kitchen, bathroom, dining area & 2 bedrooms. Olympia London is a 15 minute walk or a 5-minute drive from the property. Plenty to eat & do in the area. Easy public transport links into London. Earl's Court is 10 minutes & Hyde Park is 15 minutes by tube.<br /><br /><b>Other things to note</b><br />Please note that last-minute reservations being made within 24 hours from the arrival date are subject to a change in check-in time of 6 P.M. instead of 3 P.M.<br />The property will only accept the number of adults booked as per the booking confirmation. Any additional guests not confirmed on the booking will not be accepted.<br />Each guest will be asked to present a form of identification once the reservation has been created and upon check-in. <br />This property will not accommodate hen, stag or similar parties.<br",,https://a0.muscache.com/pictures/2db66340-b31f-4cd5-97b0-40e05f94d432.jpg,327004107,https://www.airbnb.com/users/show/327004107,Conor,2020-01-13,,,,,,f,https://a0.muscache.com/im/pictures/user/f6429308-70ba-4457-b2d8-5e684aa9849c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f6429308-70ba-4457-b2d8-5e684aa9849c.jpg?aki_policy=profile_x_medium,Hammersmith,1.0,2.0,"['email', 'phone']",t,f,,Hammersmith and Fulham,,51.49036,-0.22642,Entire rental unit,Entire home/apt,4,,1 bath,2.0,2.0,"[""Shampoo"", ""Dryer"", ""Microwave"", ""Bed linens"", ""Hot water"", ""Iron"", ""First aid kit"", ""Washer"", ""Cooking basics"", ""Heating"", ""Dishwasher"", ""TV with standard cable"", ""Shower gel"", ""Oven"", ""Refrigerator"", ""Hair dryer"", ""Essentials"", ""Private entrance"", ""Long term stays allowed"", ""Stove"", ""Carbon monoxide alarm"", ""Wifi"", ""Dishes and silverware"", ""Smoke alarm"", ""Kitchen"", ""Hangers""]",900.0,2,30,2.0,2.0,30.0,30.0,2.0,30.0,,f,0,0,0,0,2023-09-07,4,0,0,2020-02-18,2020-06-07,4.5,4.5,4.0,5.0,5.0,5.0,4.75,,f,1,1,0,0,0.09
41812587,https://www.airbnb.com/rooms/41812587,20230906022807,2023-09-07,previous scrape,Rental unit in Greater London · 1 bedroom · 1 bed · 1 bath,"Beautifully renovated Victorian apartment with stylish furnishings and artistic touches throughout. Bright, comfortable and homely space during your stay and will find the property fully equipped with all you may need. Located in the leafy suburb of Highbury East; 3 minute walk from Clissold Park, 10 minute walk to Stoke Newington Church Street, and with easy connections to Central London. A perfect base for exploring London.<br />All bookings will be accepted based on current government guidelines.<br /><br /><b>The space</b><br />The property has a large double bedroom with storage for your belongings during your stay. The apartment is flooded with natural light and will make you feel right at home! The kitchen has been renovated to a high standard with all the mod-coms throughout.<br /><br /><b>Guest access</b><br />Guests can access via keysafe<br /><br /><b>Other things to note</b><br />Please keep hold of your keys. Lost keys will cost £100 to replace and if you find yourself loc","The flat is ideally situated on a lovely quiet residential street, within walking distance of some of North London’s most trendy areas; <br /><br />Highbury & Islington (Upper Street)<br />Dalston (Kingsland Road)<br />Stoke Newington (Church Street) <br /><br />As well as a 3 minute walk to the leafy, family friendly sanctuary that is Clissold Park <br /><br />In the immediate area around the flat there are also a selection of restaurants, bars and pubs scattered such as;<br /><br />Primeur (Restaurant)<br />Perilla (Restaurant) <br />Jolene (Restaurant)<br />Trattoria N16 (Restaurant)<br />Clissold Park Tavern (Pub with a good beer garden) <br />Snooty Fox (Pub)<br />The Cellars (Pub)<br />Vins (Wine Bar)<br /><br />There are a number of convenience stores and a supermarket on the nearby Green Lanes.<br /><br />The flat is also within walking distance of the popular castle climbing centre and woodberry wetlands where you can enjoy a nice walk or try out kayaking.",https://a0.muscache.com/pictures/cb6719c1-05d7-4428-a6db-7f597b0b662f.jpg,330382521,https://www.airbnb.com/users/show/330382521,Alexis,2020-01-24,,,,,,f,https://a0.muscache.com/im/pictures/user/f5f33373-458d-453b-a461-f7bc7d9776a3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f5f33373-458d-453b-a461-f7bc7d9776a3.jpg?aki_policy=profile_x_medium,LB of Islington,1.0,1.0,"['email', 'phone']",t,f,"Greater London, England, United Kingdom",Islington,,51.55511,-0.09166,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,"[""Shampoo"", ""Dryer"", ""Microwave"", ""Bed linens"", ""Hot water"", ""Iron"", ""Washer"", ""Heating"", ""Dishwasher"", ""Shower gel"", ""Oven"", ""Refrigerator"", ""TV"", ""Hair dryer"", ""Essentials"", ""Private entrance"", ""Stove"", ""Carbon monoxide alarm"", ""Wifi"", ""Dishes and silverware"", ""Smoke alarm"", ""Kitchen"", ""Hangers""]",280.0,2,1125,2.0,3.0,1125.0,1125.0,2.3,1125.0,,f,0,0,0,0,2023-09-07,1,0,0,2020-06-10,2020-06-10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.03
42148501,https://www.airbnb.com/rooms/42148501,20230906022807,2023-09-07,previous scrape,Rental unit in Greater London · 2 bedrooms · 2 beds · 1 bath,"Enjoy one bedroom newly refurbished flat in the heart of Fulham (Zone 2). The flat is only 10 minutes walk from Parsons Green station (District line) or 15 minutes from Fulham Broadway station (District Line). It is great location to explore London as it is only 30 min from main Picadilly Circuss, Hyde Park, Big Ben etc. <br /><br />There are many coffee shops are in walking distance. The flat is on 2nd floor with no lift.<br /><br /><b>The space</b><br />The flat offers:<br />- Newly refurbished kitchen with fully equipped appliance and dining table and four chair<br />- There is one double room and one living space with sofa bed. <br />- Bathroom with shower and toilet<br /><br /><b>Other things to note</b><br />NOTE: *We stand out from the crowd because all flats AirB&B are ‘deep cleaned’ and sprayed to sterilise the flat against any possibility of corona virus.   All cleaners are checked for any symptoms.   The apartment is self contained so you stay stay and self isolate yourself.","The flat is in a great location with Normand Park in just 3 mins walk, Thames River Front in just 15 mins walking distance from the flat. You will have a selection of express supermarkets in every direction within about five minutes of walking. We are a 7 minute walk to Parsons Green tube (District Line), 10 minutes from Fulham Broadway (District Line). 22 Bus & 22 Night Bus goes all way to Oxford Circus so will take you all the way home after cool central nightlife.",https://a0.muscache.com/pictures/1e9e3a0e-d4c2-4a27-8f19-ce1fdaea43ba.jpg,333202872,https://www.airbnb.com/users/show/333202872,Vinod,2020-02-03,Turkey,I like hosting visitors through my places and give them a good experience.,,,,f,https://a0.muscache.com/im/pictures/user/6a882062-e578-4182-bc51-6c78c9c5fbe0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6a882062-e578-4182-bc51-6c78c9c5fbe0.jpg?aki_policy=profile_x_medium,Hammersmith,7.0,7.0,"['email', 'phone']",t,f,"Greater London, England, United Kingdom",Hammersmith and Fulham,,51.48272,-0.20585,Entire rental unit,Entire home/apt,4,,1 bath,2.0,2.0,"[""Heating"", ""Hair dryer"", ""Iron"", ""Carbon monoxide alarm"", ""Wifi"", ""Shampoo"", ""Dishes and silverware"", ""TV"", ""Dryer"", ""Smoke alarm"", ""Washer"", ""Kitchen"", ""Microwave"", ""Coffee maker"", ""Hangers"", ""Essentials"", ""Private entrance""]",60.0,21,1125,21.0,21.0,1125.0,1125.0,21.0,1125.0,,f,0,0,0,0,2023-09-07,1,0,0,2020-06-28,2020-06-28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,f,7,7,0,0,0.03
42411378,https://www.airbnb.com/rooms/42411378,20230906022807,2023-09-07,previous scrape,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,"Split over two floors with a garden, our charming flat is close to Canonbury and Highbury & Islington Stations, we're in the heart of charming Islington, a short stroll to Upper Street's shops cafe's and bars, and also in close proximity of The City of London. Includes: *High-speed Wifi *Breakfast *Nespresso coffee *Private garden *20-30 mins to central London<br /><br /><b>The space</b><br />We've lovingly renovated our flat, revealing some Victorian features that make London housing so unique. In the summer, the outside space is a real rarity for London!<br /><br /><b>Guest access</b><br />The entire space is for guest use.","Canonbury/Newington Green is a vibrant area with lots of local shops, cafes, bars and restaurants. We have fantastic public transport connections to get around the city easily and we're also a short walk from Upper Street, which you can happily lose a day strolling up and down.",https://a0.muscache.com/pictures/b788f8e7-0714-4b9c-ab67-76696f60c7ad.jpg,6158498,https://www.airbnb.com/users/show/6158498,Daniel,2013-04-30,"London, United Kingdom",,,,,f,https://a0.muscache.com/im/pictures/user/c258ee9e-f675-440f-ae9b-5e4c5690086b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c258ee9e-f675-440f-ae9b-5e4c5690086b.jpg?aki_policy=profile_x_medium,LB of Islington,2.0,2.0,"['email', 'phone', 'work_email']",t,t,"Greater London, England, United Kingdom",Islington,,51.55133,-0.08773,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,"[""Shampoo"", ""Dryer"", ""Microwave"", ""Coffee maker"", ""Self check-in"", ""Bed linens"", ""Hot water"", ""Iron"", ""Lockbox"", ""Paid parking off premises"", ""Washer"", ""Patio or balcony"", ""Cooking basics"", ""Heating"", ""Dishwasher"", ""Shower gel"", ""Oven"", ""Refrigerator"", ""Hair dryer"", ""Essentials"", ""Private entrance"", ""Room-darkening shades"", ""Stove"", ""Carbon monoxide alarm"", ""Backyard"", ""Extra pillows and blankets"", ""Wifi"", ""Dishes and silverware"", ""Smoke alarm"", ""Kitchen"", ""Breakfast"", ""Hangers""]",95.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,,t,0,0,0,0,2023-09-07,4,0,0,2020-03-13,2020-06-25,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,2,1,1,0,0.09
43215748,https://www.airbnb.com/rooms/43215748,20230906022807,2023-09-06,city scrape,Rental unit in Greater London · 1 bedroom · 1 bed · 1.5 baths,LUX En Suit-Room with PRVT Bathroom<br />A lovely Bedroom with a great big bed- luxury mattress<br /><br /><b>The space</b><br />If you are looking for a lux place in a lovely neighborhood in central London with all the amenities next your door .. You're in the right place! We would happy to you have a beautiful hospitality with us.<br /><br /><b>Guest access</b><br />You can relax in our lovely lounge<br />To eat in our glass dining room<br />And sleep in the lovely room<br />with awesome comfortable double bed ..<br /><br /><b>During your stay</b><br />We are immediately available for whatever you need.<br /><br /><b>Other things to note</b><br />You can feel comfortable during your stay with us<br /><br />The Arrival will be without a host.,Our neighborhood has 2 beautiful large parks in 100 meters from the flat :<br />*Primrose Hill<br />*Regent's Park/London Zoo,https://a0.muscache.com/pictures/62db48da-396e-4632-9e93-8dd0a9743ce2.jpg,323918468,https://www.airbnb.com/users/show/323918468,Maria,2020-01-03,United Kingdom,,a few days or more,40%,84%,f,https://a0.muscache.com/im/pictures/user/7a65b23d-de58-4757-a983-82d574f67f3a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7a65b23d-de58-4757-a983-82d574f67f3a.jpg?aki_policy=profile_x_medium,Marylebone,4.0,6.0,"['email', 'phone']",t,t,"Greater London, England, United Kingdom",Westminster,,51.52655,-0.16631,Private room in rental unit,Private room,2,,1.5 baths,,1.0,"[""Bathtub"", ""Shampoo"", ""Dryer"", ""Microwave"", ""Coffee maker"", ""Bed linens"", ""Hot water"", ""Iron"", ""Security cameras on property"", ""Washer"", ""Cooking basics"", ""Heating"", ""Dishwasher"", ""Shower gel"", ""Oven"", ""Refrigerator"", ""Baking sheet"", ""Hair dryer"", ""Essentials"", ""Long term stays allowed"", ""Room-darkening shades"", ""Stove"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Wifi"", ""Dishes and silverware"", ""Smoke alarm"", ""Kitchen"", ""Hangers""]",200.0,1,60,1.0,1.0,60.0,60.0,1.0,60.0,,t,28,58,88,178,2023-09-06,1,0,0,2020-06-07,2020-06-07,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,2,0,2,0,0.03
43148386,https://www.airbnb.com/rooms/43148386,20230906022807,2023-09-07,previous scrape,Rental unit in Greater London · 1 bedroom · 2 beds · 1 bath,"A beautifully well presented one bedroom apartment located in the popular Twickenham Varsity Drive development, <br /><br />It’s a popular safe development, moments from Twickenham Rugby Ground<br />Recently redecorated throughout<br />Bright and spacious throughout<br />Residents parking<br />Within 1 mile walking distance of Twickenham Town centre and Rail Station.<br /><br /><b>The space</b><br />Comprising bright reception room with DVD player, TV, fitted kitchen, double bedroom with built in wardrobes, hallway with storage cupboard and bathroom with over bath shower. Exceptionally clean all the way through.<br /><br /><b>Guest access</b><br />Guest have access to entire flat.","Tesco is just 5mins walk for your shopping. <br />for eating out, close to Twickenham and Richmond high street. Both are nice walking distance away. The high streets have lovely diverse restaurants.",https://a0.muscache.com/pictures/a538177f-9078-444d-9d9c-5d999dfc1689.jpg,343523471,https://www.airbnb.com/users/show/343523471,P,2020-04-09,,,,,,f,https://a0.muscache.com/im/pictures/user/1d27feb5-6b98-48cb-8eb9-ebf37601fa9c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1d27feb5-6b98-48cb-8eb9-ebf37601fa9c.jpg?aki_policy=profile_x_medium,,1.0,1.0,['phone'],t,f,"Greater London, England, United Kingdom",Hounslow,,51.45846,-0.33847,Entire rental unit,Entire home/apt,3,,1 bath,1.0,2.0,"[""Heating"", ""Dishwasher"", ""Free parking on premises"", ""TV"", ""Smoke alarm"", ""Kitchen"", ""Hangers"", ""Essentials"", ""Private entrance""]",55.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,f,0,0,0,0,2023-09-07,2,0,0,2020-04-24,2020-06-15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.05
43163622,https://www.airbnb.com/rooms/43163622,20230906022807,2023-09-07,previous scrape,Rental unit in Greater London · 1 bedroom · 1 bed · 1.5 baths,"Luxury stay, beautiful location, canal facing views with balcony.",,https://a0.muscache.com/pictures/8f651a99-9da0-4818-a273-f1a7ac8e63a1.jpg,42486604,https://www.airbnb.com/users/show/42486604,Marisa,2015-08-25,"London, United Kingdom",,,,,f,https://a0.muscache.com/im/users/42486604/profile_pic/1440515755/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/42486604/profile_pic/1440515755/original.jpg?aki_policy=profile_x_medium,,1.0,4.0,"['email', 'phone', 'work_email']",t,t,,Islington,,51.5309,-0.09788,Entire rental unit,Entire home/apt,1,,1.5 baths,1.0,1.0,"[""Washer"", ""Wifi"", ""TV"", ""Dryer"", ""Smoke alarm"", ""Hangers"", ""Kitchen"", ""Essentials""]",119.0,30,30,30.0,30.0,30.0,30.0,30.0,30.0,,t,0,0,0,0,2023-09-07,1,0,0,2020-06-09,2020-06-09,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.03
